,Name,Rating,Number of ratings,Number of reviews,Actual Price,Current Price,Link
65,"boAt Airdopes 161/163 with ASAP Charge & 40 HRS Playback Bluetooth Headset  (Cool Sapphire, True Wireless)",4.0,974442,65740,2490.0,1099.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
66,"Aroma NB140 Jaguar 50 Hours* Playtime|Deep Bass|Fast Charging True Wireless Earbuds Bluetooth Headset  (Green, True Wireless)",3.7,16274,723,2499.0,496.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
67,"boAt Immortal 150 w/ Beast Mode(40ms Low Latency), 40 HRS Playback & ENx Technology Bluetooth Headset  (Black Sabre, True Wireless)",3.9,9457,780,3499.0,1199.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
68,"boAt Airdopes 200 Plus with 100 HRS Playback, Quad Mics ENx Technology & 13mm Drivers Bluetooth Headset  (Bold Blue, True Wireless)",3.8,20009,1391,5490.0,1299.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
69,"LICHEEN Ear Beats 4 True Wireless Earbuds, Water Resistant, Fast Charging Type C 0A7 Bluetooth Headset  (Black, True Wireless)",3.3,0,0,2999.0,1099.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
70,"Aroma NB140 Harmony 40 Hours* Playtime|Deep Bass|Fast Charging True Wireless Earbuds Bluetooth Headset  (Green, True Wireless)",3.4,3095,159,2399.0,499.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
71,"boAt Immortal 161 w/ Beast Mode(40ms Low Latency), 40 HRS Playback & 13mm Drivers Bluetooth Headset  (Black Sabre, True Wireless)",4.0,974442,65740,3499.0,1299.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
72,"OnePlus Nord Buds 2 Earbuds with 25dB Active Noise Cancellation Bluetooth Headset  (Thunder Gray, True Wireless)",4.3,74372,5408,3299.0,2999.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
73,"OnePlus Buds 3 TWS, in Ear Earbuds with Sliding Volume Control and 49dB ANC Bluetooth Headset  (Splendid Blue IN, True Wireless)",4.5,11347,965,6499.0,5499.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
74,"boAt Airdopes 311 Pro w/ 50 HRS Playback, ASAP Charge & Dual Mics ENx Technology Bluetooth Headset  (Dusk Blue, True Wireless)",3.9,3177,448,4990.0,1199.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
75,"OnePlus Nord Buds 3 Pro Truly Wireless Earbuds with 49dB Active Noise Cancellation Bluetooth Headset  (Starry Black, True Wireless)",4.4,380,45,3699.0,3297.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
76,"HOPPUP Xo6 Gaming Earbuds with 35MS Low Latency, RGB LED, 13MM DRIVERS & 50H PlayTime Bluetooth Headset  (Red, True Wireless)",3.9,937,65,4999.0,999.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
77,"Boult Z40 Pro with 100H Battery, Quad Mic ENC, Scratch Proof, Rubber Grip Design, 5.3v Bluetooth Headset  (Midnight, True Wireless)",4.1,64209,5414,5499.0,1599.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
78,"CMF by Nothing Buds 42 dB Active Noise Cancellation, Ultra Bass Technology, 35.5 Hrs playtime Bluetooth Headset  (Dark Grey, True Wireless)",4.2,13090,999,2999.0,2499.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
79,"boAt Airdopes 311 Pro w/ 50 HRS Playback, ASAP Charge & Dual Mics ENx Technology Bluetooth Headset  (Lavender Rush, True Wireless)",3.9,3177,448,4990.0,1199.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
