,Name,Rating,Number of ratings,Number of reviews,Actual Price,Current Price,Link
30,"Aroma NB140 Harmony 40 Hours* Playtime|Deep Bass|Fast Charging True Wireless Earbuds Bluetooth Headset  (Green, True Wireless)",3.4,3095,159,2399.0,499.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
31,"boAt Immortal 161 w/ Beast Mode(40ms Low Latency), 40 HRS Playback & 13mm Drivers Bluetooth Headset  (Black Sabre, True Wireless)",4.0,974442,65740,3499.0,1299.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
32,"OnePlus Nord Buds 2 Earbuds with 25dB Active Noise Cancellation Bluetooth Headset  (Thunder Gray, True Wireless)",4.3,74372,5408,3299.0,2999.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
33,"OnePlus Buds 3 TWS, in Ear Earbuds with Sliding Volume Control and 49dB ANC Bluetooth Headset  (Splendid Blue IN, True Wireless)",4.5,11347,965,6499.0,5499.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
34,"boAt Airdopes 311 Pro w/ 50 HRS Playback, ASAP Charge & Dual Mics ENx Technology Bluetooth Headset  (Dusk Blue, True Wireless)",3.9,3177,448,4990.0,1199.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
35,"OnePlus Nord Buds 3 Pro Truly Wireless Earbuds with 49dB Active Noise Cancellation Bluetooth Headset  (Starry Black, True Wireless)",4.4,380,45,3699.0,3297.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
36,"HOPPUP Xo6 Gaming Earbuds with 35MS Low Latency, RGB LED, 13MM DRIVERS & 50H PlayTime Bluetooth Headset  (Red, True Wireless)",3.9,937,65,4999.0,999.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
37,"Boult Z40 Pro with 100H Battery, Quad Mic ENC, Scratch Proof, Rubber Grip Design, 5.3v Bluetooth Headset  (Midnight, True Wireless)",4.1,64209,5414,5499.0,1599.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
38,"CMF by Nothing Buds 42 dB Active Noise Cancellation, Ultra Bass Technology, 35.5 Hrs playtime Bluetooth Headset  (Dark Grey, True Wireless)",4.2,13090,999,2999.0,2499.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
39,"boAt Airdopes 311 Pro w/ 50 HRS Playback, ASAP Charge & Dual Mics ENx Technology Bluetooth Headset  (Lavender Rush, True Wireless)",3.9,3177,448,4990.0,1199.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
40,"boAt Airdopes 161/163 with ASAP Charge & 40 HRS Playback Bluetooth Headset  (Pebble Black, Active Black, True Wireless)",4.0,974442,65740,2490.0,1099.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
41,"boAt Airdopes Alpha with 35 HRS Playback, 13mm Drivers, Dual Mics ENx & Beast Mode Bluetooth Headset  (Jet Black, In the Ear)",3.9,269147,16714,3490.0,999.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
42,"Apple AirPods Pro (2nd generation) with MagSafe Case (USB-C) Bluetooth Headset  (White, True Wireless)",4.6,8657,496,24900.0,22500.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
43,"OPPO Enco Buds 2 with 28 hours Battery life & Deep Noise Cancellation Bluetooth Headset  (Midnight, True Wireless)",4.3,326142,30959,3999.0,1799.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
44,"OnePlus Buds 3 TWS, in Ear Earbuds with Sliding Volume Control and 49dB ANC Bluetooth Gaming Headset  (Metallic Gray IN, True Wireless)",4.5,11347,965,6499.0,5499.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
45,"boAt Airdopes Alpha with 35 HRS Playback, 13mm Drivers, Dual Mics ENx & Beast Mode Bluetooth Headset  (Dark Cyan, In the Ear)",3.9,269147,16714,3490.0,999.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
46,"VDTECH NEW VERSION M6 Tws Ecouteur Headsets Earphones Wireless Earbuds Bluetooth Headset  (Pink, In the Ear)",3.3,0,0,2889.0,441.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
47,"boAt Airdopes 131 Elite ANC w/ Active Noise Cancellation,60HRS Playback,Chrome Design Bluetooth Headset  (Black, True Wireless)",4.0,1914777,143324,6990.0,1499.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
48,"realme Buds T110 with AI ENC for calls, upto 38 hours of Playback and Fast Charging Bluetooth Headset  (Jazz Blue, True Wireless)",4.2,257655,22495,2999.0,1499.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
49,"OnePlus Nord Buds 2r in Ear Earbuds with Dual Mic & AI Crystal Clear Call Bluetooth Headset  (Deep Grey, True Wireless)",4.3,90235,5781,2299.0,1998.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
50,"boAt Nirvana Ion 32dB Active Noise Cancellation, 120HRS, Bionic Mode, HIFI5 Bluetooth Headset  (Crystal Black, True Wireless)",4.1,99829,8735,9990.0,2499.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
51,"boAt Airdopes 131 with upto 60 hours and ASAP Charge Bluetooth Headset  (Active Black, True Wireless)",4.0,1914777,143324,2990.0,999.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
52,"SORAK CREATION 8 Bluetooth Headset  (White, In the Ear)",4.3,3,0,999.0,430.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
53,"boAt Airdopes 71 w/ 40 HRS Playback, ENx Technology & Beast Mode(Low Latency) Bluetooth Headset  (Active Black, True Wireless)",3.8,34292,1817,3990.0,1199.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
54,"OnePlus Nord Buds 2r in Ear Earbuds with Dual Mic & AI Crystal Clear Call Bluetooth Headset  (Misty Grey, True Wireless)",4.3,90235,5781,2299.0,1998.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
55,"TECHNUV S460 ANC High Quality Pure Sound, IPX5 Touch, Mini Wireless 5.3 Cordless Headset Bluetooth Headset  (Blue, In-Earphone Car Headphones With Mic Powerful Sound, In the Ear)",4.6,0,0,2499.0,599.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
56,"boAt Immortal 171 w/ Beast Mode(40ms Low Latency), 40 Hours Playback & RGB Lights Bluetooth Headset  (Black Sabre, True Wireless)",4.0,17212,1153,3499.0,1299.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
57,"boAt Airdopes Supreme w/ 4 Mics AI ENx Tech, 50 HRS Playback,Multi Point Connectivity Bluetooth Headset  (Classic Black, True Wireless)",4.1,27513,2441,5990.0,1499.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
58,"boAt Nirvana Ion with 120 Hours Playback & Crystal Bionic Sound by Hifi DSP 5 Bluetooth Headset  (Charcoal Black, True Wireless)",4.1,99829,8735,7990.0,1999.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
59,"boAt Airdopes 161/163 with ASAP Charge & 40 HRS Playback Bluetooth Headset  (Pearl White, True Wireless)",4.0,974442,65740,2490.0,1099.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
60,"Aroma NB140 Galaxy 50 Hours* Playtime, Deep Bass, Fast Charging True Wireless Earbuds Bluetooth Headset  (White, True Wireless)",3.6,30460,1585,2499.0,496.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
61,"boAt Airdopes 131 with upto 60 hours and ASAP Charge Bluetooth Headset  (Midnight Blue, True Wireless)",4.0,1914777,143324,2990.0,999.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
62,"CMF by Nothing Buds 42 dB Active Noise Cancellation, Ultra Bass Technology, 35.5 Hrs playtime Bluetooth Headset  (Light Grey, True Wireless)",4.2,13090,999,2999.0,2499.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
63,"boAt Airdopes Supreme w/ 4 Mics AI ENx Tech, 50 HRS Playback,Multi Point Connectivity Bluetooth Headset  (Sporty Blue, True Wireless)",4.1,27513,2441,5990.0,1499.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
64,"Brolan NEW Latest True Wireless Ear Noise Cancellation with Waterproof Bluetooth Headset  (White, True Wireless)",3.4,0,0,1649.0,807.0,https://www.flipkart.com/boat-airdopes-311-pro-w-50-hrs-playback-asap-charge-dual-mics-enx-technology-bluetooth-headset/p/itmdf2c606e0fc42?pid=ACCGZ5TF3PNEAQAD&lid=LSTACCGZ5TF3PNEAQADQP78LF&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=8d368795-b094-45fd-8a6f-7de8869fae16.ACCGZ5TF3PNEAQAD.SEARCH&ppt=None&ppn=None&ssid=9i99ipfmjk0000001722281435121&qH=2951f68ff1fee1e0
